csv_id,year_start,year_end,loc_abbrev,loc_desc,source,class,topic,question,response,data_value_unit,data_value_type_id,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,strat_cat_1,strat1,strat_cat_2,strat2,strat_cat_3,strat3,geolocation,class_id,topic_id,question_id,response_id,location_id,strat_cat_id_1,strat_id_1,strat_cat_id_2,strat_id_2,strat_cat_id_3,strat_id_3,report,id
,2016,2016,AL,Alabama,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-86.63186076 32.84057112),C01,TOC01,Q08,,01,AGE,65PLUS,RACE,ASN,,,,587
,2015,2015,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,35.1,35.1,,,31.1,39.3,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076 32.84057112),C02,TNC03,Q16,,01,AGE,5064,GENDER,MALE,,,,588
,2019,2019,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C02,TNC04,Q13,,02,AGE,AGE_OVERALL,RACE,HIS,,,,589
,2020,2020,AK,Alaska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,43.4,43.4,,,37.1,49.9,,Age Group,50-64 years,Gender,Female,,,POINT (-147.722059 64.84507996),C03,TSC08,Q18,,02,AGE,5064,GENDER,FEMALE,,,,590
,2018,2018,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,28.6,28.6,,,24.1,33.5,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,5064,RACE,WHT,,,,591
,2016,2016,AL,Alabama,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,16.6,16.6,,,13.6,20,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076 32.84057112),C04,TAC03,Q21,,01,AGE,5064,GENDER,MALE,,,,592
,2019,2019,AZ,Arizona,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,34.1,34.1,,,28.6,40,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C02,TNC01,Q01,,04,AGE,5064,GENDER,MALE,,,,593
,2019,2019,AK,Alaska,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,3.4,3.4,,,1.9,6,,Age Group,65 years or older,Gender,Female,,,POINT (-147.722059 64.84507996),C04,TAC03,Q21,,02,AGE,65PLUS,GENDER,FEMALE,,,,594
,2018,2018,AZ,Arizona,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-111.7638113 34.86597028),C05,TMC03,Q27,,04,AGE,5064,RACE,NAA,,,,595
,2017,2017,AK,Alaska,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,68.7,68.7,,,61.3,75.3,,Age Group,65 years or older,Gender,Male,,,POINT (-147.722059 64.84507996),C03,TSC04,Q19,,02,AGE,65PLUS,GENDER,MALE,,,,596
,2016,2016,AL,Alabama,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,26.4,26.4,,,22.8,30.4,,Age Group,50-64 years,Gender,Male,,,POINT (-86.63186076 32.84057112),C04,TAC01,Q17,,01,AGE,5064,GENDER,MALE,,,,597
,2018,2018,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C01,TOC10,Q46,,02,AGE,65PLUS,RACE,BLK,,,,598
,2020,2020,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C02,TNC03,Q16,,02,AGE,5064,RACE,HIS,,,,599
,2018,2018,AL,Alabama,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,48.7,48.7,,,46.1,51.2,,Age Group,65 years or older,,,,,POINT (-86.63186076 32.84057112),C01,TOC10,Q46,,01,AGE,65PLUS,OVERALL,OVERALL,,,,600
,2016,2016,AZ,Arizona,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C07,TGC05,Q40,,04,AGE,5064,RACE,BLK,,,,601
,2018,2018,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,8.6,8.6,,,7.3,10.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C04,TAC03,Q21,,04,AGE,AGE_OVERALL,RACE,WHT,,,,602
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.0,6.0,,,3.5,8.5,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C01,TOC03,Q35,,04,AGE,65PLUS,RACE,HIS,,,,603
,2015,2015,AZ,Arizona,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,38.7,38.7,,,31.4,46.4,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-111.7638113 34.86597028),C01,TOC11,Q43,,04,AGE,65PLUS,RACE,HIS,,,,604
,2015,2020,AL,Alabama,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,,%,PRCTG,Percentage,33.5,33.5,,,27.7,39.8,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-86.63186076 32.84057112),C07,TGC04,Q39,,01,AGE,65PLUS,RACE,WHT,,,,605
,2016,2016,AZ,Arizona,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,,%,PRCTG,Percentage,21.5,21.5,,,15.1,29.7,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C07,TGC02,Q37,,04,AGE,5064,GENDER,MALE,,,,606
,2019,2019,AL,Alabama,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,71.2,71.2,,,66.5,75.4,,Age Group,65 years or older,Gender,Male,,,POINT (-86.63186076 32.84057112),C03,TSC04,Q19,,01,AGE,65PLUS,GENDER,MALE,,,,608
,2017,2017,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-147.722059 64.84507996),C02,TNC03,Q16,,02,AGE,5064,RACE,ASN,,,,609
,2020,2020,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,35.1,35.1,,,29.1,41.7,,Age Group,Overall,,,,,POINT (-111.7638113 34.86597028),C06,TCC03,Q41,,04,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,610
,2016,2016,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,7.9,7.9,,,7.2,8.7,,Age Group,50-64 years,,,,,POINT (-86.63186076 32.84057112),C01,TOC03,Q35,,01,AGE,5064,OVERALL,OVERALL,,,,611
,2017,2017,AK,Alaska,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,,%,PRCTG,Percentage,17.4,17.4,,,10.4,27.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.722059 64.84507996),C07,TGC02,Q37,,02,AGE,AGE_OVERALL,RACE,NAA,,,,612
,2016,2016,AL,Alabama,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,63.3,63.3,,,58.1,68.2,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C01,TOC05,Q07,,01,AGE,5064,RACE,BLK,,,,613
,2017,2017,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,8.3,8.3,,,7.7,8.9,,Age Group,Overall,,,,,POINT (-86.63186076 32.84057112),C01,TOC03,Q35,,01,AGE,AGE_OVERALL,OVERALL,OVERALL,,,,614
,2018,2018,AZ,Arizona,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-111.7638113 34.86597028),C03,TSC02,Q15,,04,AGE,5064,RACE,ASN,,,,615
,2020,2020,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-147.722059 64.84507996),C02,TNC03,Q16,,02,AGE,5064,RACE,BLK,,,,616
,2016,2016,AK,Alaska,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-147.722059 64.84507996),C03,TSC08,Q18,,02,AGE,5064,RACE,HIS,,,,617
,2015,2015,AZ,Arizona,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,24.8,24.8,,,19.6,31,,Age Group,65 years or older,,,,,POINT (-111.7638113 34.86597028),C06,TCC02,Q31,,04,AGE,65PLUS,OVERALL,OVERALL,,,,618
,2015,2015,AK,Alaska,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,7.1,7.1,,,4.8,10.3,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-147.722059 64.84507996),C05,TMC01,Q03,,02,AGE,65PLUS,RACE,WHT,,,,619
,2019,2019,AZ,Arizona,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,91.9,91.9,,,72.6,98,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C03,TSC06,Q14,,04,AGE,65PLUS,RACE,BLK,,,,620
,2019,2019,AK,Alaska,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,42.3,42.3,,,37.6,47.1,,Age Group,Overall,Gender,Female,,,POINT (-147.722059 64.84507996),C01,TOC11,Q43,,02,AGE,AGE_OVERALL,GENDER,FEMALE,,,,621
,2016,2016,AK,Alaska,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,76.7,76.7,,,72,80.9,,Age Group,65 years or older,,,,,POINT (-147.722059 64.84507996),C01,TOC09,Q34,,02,AGE,65PLUS,OVERALL,OVERALL,,,,622
,2020,2020,AZ,Arizona,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,28.7,28.7,,,23.3,34.8,,Age Group,50-64 years,Gender,Male,,,POINT (-111.7638113 34.86597028),C03,TSC09,Q09,,04,AGE,5064,GENDER,MALE,,,,623
,2018,2018,AK,Alaska,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,8.1,8.1,,,5.5,12,,Age Group,65 years or older,Gender,Male,,,POINT (-147.722059 64.84507996),C01,TOC06,Q05,,02,AGE,65PLUS,GENDER,MALE,,,,624
,2020,2020,AR,Arkansas,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,35.4,35.4,,,33.2,37.7,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-92.27449074 34.74865012),C02,TNC03,Q16,,05,AGE,AGE_OVERALL,RACE,WHT,,,,625
,2020,2020,AL,Alabama,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076 32.84057112),C05,TMC01,Q03,,01,AGE,5064,RACE,NAA,,,,626
,2016,2016,AL,Alabama,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,%,PRCTG,Percentage,22.8,22.8,,,18.4,27.8,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-86.63186076 32.84057112),C03,TSC11,Q11,,01,AGE,AGE_OVERALL,RACE,BLK,,,,627
,2016,2016,AZ,Arizona,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,14.8,14.8,,,12.9,17,,Age Group,Overall,Gender,Male,,,POINT (-111.7638113 34.86597028),C04,TAC01,Q17,,04,AGE,AGE_OVERALL,GENDER,MALE,,,,628
,2020,2020,AZ,Arizona,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-111.7638113 34.86597028),C05,TMC01,Q03,,04,AGE,65PLUS,RACE,BLK,,,,629
,2020,2020,AR,Arkansas,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-92.27449074 34.74865012),C05,TMC01,Q03,,05,AGE,65PLUS,RACE,HIS,,,,630
,2016,2016,AZ,Arizona,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,30.9,30.9,,,28.3,33.7,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-111.7638113 34.86597028),C01,TOC10,Q46,,04,AGE,5064,RACE,WHT,,,,631
,2019,2019,AZ,Arizona,BRFSS,Screenings and Vaccines,High blood pressure ever,Percentage of older adults who have ever been told by a health professional that they have high blood pressure,,%,PRCTG,Percentage,53.2,53.2,,,49.9,56.5,,Age Group,Overall,Gender,Male,,,POINT (-111.7638113 34.86597028),C03,TSC07,Q22,,04,AGE,AGE_OVERALL,GENDER,MALE,,,,632
